0.0000000000 TESS3
0.0013889186 TESS3
0.0027778372 TESS3
0.0041667554 TESS3
0.0055556740 TESS3
0.0069445926 TESS3
0.0083335107 TESS3
0.0097224293 TESS3
0.0111113475 TESS3
0.0125002661 TESS3
0.0138891842 TESS3
0.0152781028 TESS3
0.0166670210 TESS3
0.0180559396 TESS3
0.0194448582 TESS3
0.0208337763 TESS3
0.0222226949 TESS3
0.0236116131 TESS3
0.0250005317 TESS3
0.0263894498 TESS3
0.0277783684 TESS3
0.0291672866 TESS3
0.0305562052 TESS3
0.0319451233 TESS3
0.0333340419 TESS3
0.0347229601 TESS3
0.0361118787 TESS3
0.0375007968 TESS3
0.0388897154 TESS3
0.0402786336 TESS3
0.0416675522 TESS3
0.0430564703 TESS3
0.0444453890 TESS3
0.0458343071 TESS3
0.0472232257 TESS3
0.0486121438 TESS3
0.0500010625 TESS3
0.0513899806 TESS3
0.0527788992 TESS3
0.0541678173 TESS3
0.0555567360 TESS3
0.0569456541 TESS3
0.0583345727 TESS3
0.0597234908 TESS3
0.0611124090 TESS3
0.0625013276 TESS3
0.0638902457 TESS3
0.0652791644 TESS3
0.0666680825 TESS3
0.0680570011 TESS3
0.0694459192 TESS3
0.0708348379 TESS3
0.0722237560 TESS3
0.0736126741 TESS3
0.0750015927 TESS3
0.0763905109 TESS3
0.0777794295 TESS3
0.0791683476 TESS3
0.0805572658 TESS3
0.0819461844 TESS3
0.0833351025 TESS3
0.0847240211 TESS3
0.0861129393 TESS3
0.0875018574 TESS3
0.0888907760 TESS3
0.0902796942 TESS3
0.0916686123 TESS3
0.0930575309 TESS3
0.0944464491 TESS3
0.0958353677 TESS3
0.0972242858 TESS3
0.0986132040 TESS3
0.1000021226 TESS3
0.1013910407 TESS3
0.1027799589 TESS3
0.1041688775 TESS3
0.1055577956 TESS3
0.1069467138 TESS3
0.1083356324 TESS3
0.1097245505 TESS3
0.1111134691 TESS3
0.1125023873 TESS3
0.1138913054 TESS3
0.1152802235 TESS3
0.1166691422 TESS3
0.1180580603 TESS3
0.1194469784 TESS3
0.1208358970 TESS3
0.1222248152 TESS3
0.1236137333 TESS3
0.1250026515 TESS3
0.1263915701 TESS3
0.1277804882 TESS3
0.1291694064 TESS3
0.1305583250 TESS3
0.1319472431 TESS3
0.1333361613 TESS3
0.1347250799 TESS3
0.1361139980 TESS3
0.1375029162 TESS3
0.1388918343 TESS3
0.1402807524 TESS3
0.1416696711 TESS3
0.1430585892 TESS3
0.1444475073 TESS3
0.1458364259 TESS3
0.1472253441 TESS3
0.1486142622 TESS3
0.1500031804 TESS3
0.1513920985 TESS3
0.1527810171 TESS3
0.1541699353 TESS3
0.1555588534 TESS3
0.1569477716 TESS3
0.1583366902 TESS3
0.1597256083 TESS3
