2458524.5750690000 2.8000000000 0.4500000000 ESPRESSO
2458524.6053129998 2.3400000000 0.5400000000 ESPRESSO
2458524.6879349998 0.7600000000 0.5000000000 ESPRESSO
2458525.7139110002 -8.4700000000 1.0300000000 ESPRESSO
2458526.5828200001 -6.9400000000 0.4100000000 ESPRESSO
2458526.6580139999 -7.9500000000 0.4800000000 ESPRESSO
2458527.6616929998 -6.9600000000 0.6100000000 ESPRESSO
2458527.6913140002 -4.9700000000 0.6800000000 ESPRESSO
2458528.6877390002 -1.9500000000 0.4200000000 ESPRESSO
2458533.5727260001 1.6500000000 0.3800000000 ESPRESSO
2458535.6389549999 5.3300000000 0.3900000000 ESPRESSO
2458536.5556629999 2.7400000000 0.3700000000 ESPRESSO
2458540.5519500002 2.9500000000 0.3800000000 ESPRESSO
2458540.6084850002 2.7600000000 0.4100000000 ESPRESSO
2458546.5543260002 7.3700000000 0.3800000000 ESPRESSO
2458550.5194000001 -2.1900000000 0.4000000000 ESPRESSO
2458550.5893700002 -2.1600000000 0.4900000000 ESPRESSO
2458552.5434760000 -0.7100000000 0.4300000000 ESPRESSO
2458553.5346229998 -0.6900000000 0.4400000000 ESPRESSO
2458555.5284110000 -3.7800000000 0.3500000000 ESPRESSO
2458556.5172049999 0.0000000000 0.4000000000 ESPRESSO
2458557.5203809999 7.9600000000 0.3800000000 ESPRESSO
2458557.5516309999 7.5700000000 0.3600000000 ESPRESSO
2458558.5135599999 5.8500000000 0.4000000000 ESPRESSO
2458559.5263629998 -0.2500000000 0.6300000000 ESPRESSO
2458559.5998370000 -1.1700000000 0.4600000000 ESPRESSO
2458562.5096109998 -1.4200000000 0.4500000000 ESPRESSO
2458564.5580989998 1.7600000000 0.4300000000 ESPRESSO
2458564.6012090002 1.1700000000 0.6400000000 ESPRESSO
2458501.6387399998 3.6700000000 2.6200000000 HARPS
2458502.6063270001 1.2500000000 1.7700000000 HARPS
2458504.6316700000 -1.8500000000 1.8000000000 HARPS
2458505.6329359999 -4.3200000000 1.7500000000 HARPS
2458506.6294209999 1.2100000000 1.5900000000 HARPS
2458507.6238810001 5.6900000000 2.1300000000 HARPS
2458515.7114189998 -9.6500000000 2.1400000000 HARPS
2458516.6197009999 -5.2900000000 1.6000000000 HARPS
2458517.7079650001 -0.6000000000 2.4100000000 HARPS
2458518.5957379998 -2.9600000000 1.5500000000 HARPS
2458518.6878069998 -1.8600000000 2.6400000000 HARPS
2458519.6569090001 -3.6100000000 2.3500000000 HARPS
2458520.6116010002 -8.4800000000 2.5500000000 HARPS
2458520.6337759998 -6.9900000000 2.4200000000 HARPS
2458522.5952770002 -0.9400000000 1.5000000000 HARPS
2458524.5968700000 4.6500000000 1.7500000000 HARPS
2458524.6194620002 2.9700000000 1.7800000000 HARPS
2458528.6544070002 -1.9400000000 2.8800000000 HARPS
2458528.6767560001 0.1200000000 3.1300000000 HARPS
2458530.6068010000 -0.0200000000 1.8400000000 HARPS
2458530.6287449999 0.0200000000 1.8400000000 HARPS
2458538.6181939999 -5.8300000000 1.9500000000 HARPS
2458538.6403339999 -1.9400000000 2.0600000000 HARPS
2458540.5587050002 0.5600000000 2.2900000000 HARPS
2458540.5806490001 2.4400000000 1.8800000000 HARPS
2458541.6040110001 3.6900000000 1.8300000000 HARPS
2458541.6257349998 1.5700000000 1.8100000000 HARPS
2458543.5721149999 -0.1700000000 1.6200000000 HARPS
2458543.5938390000 -2.6600000000 1.5600000000 HARPS
2458545.6152059999 3.6600000000 2.2300000000 HARPS
2458546.5582710002 5.2000000000 1.9700000000 HARPS
2458548.6016640002 -0.3400000000 2.3800000000 HARPS
2458549.5948899998 -1.8200000000 1.6400000000 HARPS
2458549.6166260000 -6.7300000000 1.7800000000 HARPS
2458551.5728130001 1.5600000000 2.0000000000 HARPS
2458551.5949189998 2.1200000000 2.2900000000 HARPS
2458553.5823920001 2.1600000000 3.5300000000 HARPS
2458554.5707470002 2.4400000000 2.6700000000 HARPS
2458554.5942299999 -3.2400000000 2.9200000000 HARPS
2458555.6030710000 -1.7400000000 1.9800000000 HARPS
2458556.5649450002 2.2200000000 1.6900000000 HARPS
2458557.5588099998 9.9400000000 2.4300000000 HARPS
2458557.5814600000 10.6200000000 2.2600000000 HARPS
2458558.5747349998 6.9000000000 2.7800000000 HARPS
2458564.5341280000 -0.8800000000 1.9500000000 HARPS
2458564.5556549998 0.2200000000 1.9700000000 HARPS
2458565.5348470001 -4.8500000000 2.0600000000 HARPS
2458565.5570109999 -1.6200000000 2.5800000000 HARPS
2458566.5447109998 -2.4600000000 2.0400000000 HARPS
2458567.5311260000 4.1200000000 2.1100000000 HARPS
2458568.5540220002 1.4600000000 2.5400000000 HARPS
2458569.5339690000 7.2000000000 2.7800000000 HARPS
2458570.5321559999 1.2200000000 2.7500000000 HARPS
2458570.5547360000 5.5800000000 2.6500000000 HARPS
2458586.5110920002 -0.3600000000 1.9900000000 HARPS
2458588.5148780001 -4.9500000000 2.8300000000 HARPS
2458590.5121390000 1.3800000000 2.0300000000 HARPS
